Rank,Document-ID,Document-Score,Relevance,Precision,Recall,NDCG
33,2865,4.704774915593224,0,0.2727272727272727,0.8181818181818182,0.7790320622345346
34,3059,4.611498232649141,0,0.2647058823529412,0.8181818181818182,0.7790320622345346
35,3073,4.544178839441205,0,0.2571428571428571,0.8181818181818182,0.7790320622345346
36,2195,4.506452008798133,0,0.25,0.8181818181818182,0.7790320622345346
37,46,4.46244687332227,0,0.24324324324324326,0.8181818181818182,0.7790320622345346
38,2289,4.453733646853855,0,0.23684210526315788,0.8181818181818182,0.7790320622345346
39,2570,4.4205671456462055,0,0.23076923076923078,0.8181818181818182,0.7790320622345346
40,2080,4.383603036510818,0,0.225,0.8181818181818182,0.7790320622345346
41,2175,4.3526139710392995,0,0.21951219512195122,0.8181818181818182,0.7790320622345346
42,1846,4.272659883577466,0,0.21428571428571427,0.8181818181818182,0.7790320622345346
43,1569,4.234630366138442,0,0.20930232558139536,0.8181818181818182,0.7790320622345346
44,1747,4.139588183158981,0,0.20454545454545456,0.8181818181818182,0.7790320622345346
45,2838,4.06543980490309,0,0.2,0.8181818181818182,0.7790320622345346
46,3044,4.0414876785081,0,0.1956521739130435,0.8181818181818182,0.7790320622345346
47,3194,3.8412581149713563,0,0.19148936170212766,0.8181818181818182,0.7790320622345346
48,2740,3.782180793577914,0,0.1875,0.8181818181818182,0.7790320622345346
49,2311,3.6816561550730333,0,0.1836734693877551,0.8181818181818182,0.7790320622345346
50,2727,3.659932158547652,0,0.18,0.8181818181818182,0.7790320622345346
51,1854,3.6486892140058633,0,0.17647058823529413,0.8181818181818182,0.7790320622345346
52,1008,3.638463027580607,0,0.17307692307692307,0.8181818181818182,0.7790320622345346
53,1380,3.5550475134625743,0,0.16981132075471697,0.8181818181818182,0.7790320622345346
54,2060,3.412255035181046,0,0.16666666666666666,0.8181818181818182,0.7790320622345346
55,1200,3.3991877498281595,0,0.16363636363636364,0.8181818181818182,0.7790320622345346
56,2514,3.344206705479924,0,0.16071428571428573,0.8181818181818182,0.7790320622345346
57,1471,3.326272817860022,0,0.15789473684210525,0.8181818181818182,0.7790320622345346
58,1957,3.280411673605812,0,0.15517241379310345,0.8181818181818182,0.7790320622345346
59,3175,3.2489409953509965,1,0.1694915254237288,0.9090909090909091,0.8096967680524999
60,1554,3.222582865569266,0,0.16666666666666666,0.9090909090909091,0.8096967680524999
61,2114,3.172844175697651,0,0.16393442622950818,0.9090909090909091,0.8096967680524999
62,1341,3.156974588205189,0,0.16129032258064516,0.9090909090909091,0.8096967680524999
63,1603,3.1094951374164594,0,0.15873015873015872,0.9090909090909091,0.8096967680524999
64,1960,3.078627704372036,0,0.15625,0.9090909090909091,0.8096967680524999
65,1536,3.063422664677511,0,0.15384615384615385,0.9090909090909091,0.8096967680524999
66,2376,2.9192440688634074,0,0.15151515151515152,0.9090909090909091,0.8096967680524999
67,320,2.9055691397249426,0,0.14925373134328357,0.9090909090909091,0.8096967680524999
68,1959,2.9010501477770516,0,0.14705882352941177,0.9090909090909091,0.8096967680524999
69,2515,2.828364641422053,0,0.14492753623188406,0.9090909090909091,0.8096967680524999
70,2898,2.691251515281489,0,0.14285714285714285,0.9090909090909091,0.8096967680524999
71,2723,2.5903907586396047,0,0.14084507042253522,0.9090909090909091,0.8096967680524999
72,1325,2.5901079797586117,0,0.1388888888888889,0.9090909090909091,0.8096967680524999
73,3120,2.568655515161252,0,0.136986301369863,0.9090909090909091,0.8096967680524999
74,2967,2.5475554898407973,0,0.13513513513513514,0.9090909090909091,0.8096967680524999
75,1409,2.3452723464548835,0,0.13333333333333333,0.9090909090909091,0.8096967680524999
76,2497,2.2598263317832994,0,0.13157894736842105,0.9090909090909091,0.8096967680524999
77,1928,2.165165383723907,0,0.12987012987012986,0.9090909090909091,0.8096967680524999
78,2692,1.979607673253225,0,0.1282051282051282,0.9090909090909091,0.8096967680524999
79,2430,0.639232853861655,0,0.12658227848101267,0.9090909090909091,0.8096967680524999
80,371,0.6351085070634519,0,0.125,0.9090909090909091,0.8096967680524999
81,1559,0.6339063562203577,0,0.12345679012345678,0.9090909090909091,0.8096967680524999
82,2090,0.6269409249995455,0,0.12195121951219512,0.9090909090909091,0.8096967680524999
83,1539,0.6258202851259954,0,0.12048192771084337,0.9090909090909091,0.8096967680524999
84,2042,0.6207866304808157,0,0.11904761904761904,0.9090909090909091,0.8096967680524999
85,2146,0.6147372753493077,0,0.11764705882352941,0.9090909090909091,0.8096967680524999
86,199,0.6102516197103351,0,0.11627906976744186,0.9090909090909091,0.8096967680524999
87,2884,0.6079717401077693,0,0.11494252873563218,0.9090909090909091,0.8096967680524999
88,2630,0.6062745181123621,0,0.11363636363636363,0.9090909090909091,0.8096967680524999
89,2679,0.601872839637309,0,0.11235955056179775,0.9090909090909091,0.8096967680524999
90,2520,0.5995171497698625,0,0.1111111111111111,0.9090909090909091,0.8096967680524999
91,2767,0.5992419993806354,0,0.10989010989010989,0.9090909090909091,0.8096967680524999
92,2509,0.5974709960908257,0,0.10869565217391304,0.9090909090909091,0.8096967680524999
93,2348,0.5943590505121109,0,0.10752688172043011,0.9090909090909091,0.8096967680524999
94,1560,0.5943590505121109,0,0.10638297872340426,0.9090909090909091,0.8096967680524999
95,1990,0.5943590505121109,0,0.10526315789473684,0.9090909090909091,0.8096967680524999
96,2283,0.5934832657311467,0,0.10416666666666667,0.9090909090909091,0.8096967680524999
97,2417,0.5912793542851943,0,0.10309278350515463,0.9090909090909091,0.8096967680524999
98,1961,0.5896499109652239,0,0.10204081632653061,0.9090909090909091,0.8096967680524999
99,2863,0.5871329173466812,0,0.10101010101010101,0.9090909090909091,0.8096967680524999
100,2510,0.5852147252374927,0,0.1,0.9090909090909091,0.8096967680524999
